CustLastName,CustFirstName,CustMiddleInitial,CustSuffix,CustDOB,CustSalutation,CusteMailAddress,Gender,SSN_TIN,SSNType,CustomerLegacyID,WithholdingCode,PreferredLanguage,StartDate,EndDate,CustomerID
Calbaithe,Eugene,Y,NA,1945-06-25,Dr,ecalbaithe4v@wsj.com,F,701-47-1373,TIN,LEG712171,W2,English,2015-06-25,,176
Tourville,Constantino,N,NA,1945-06-26,Mr,ctourville4w@xrea.com,F,846-63-6665,TIN,LEG944741,W2,English,2015-06-26,,177
Walak,Wilona,I,NA,1945-06-27,Ms,wwalak4x@instagram.com,F,412-19-8404,SSN,LEG860500,EX,Spanish,2015-06-27,2026-06-27,178
Cometto,Tripp,G,Sr,1945-06-28,Mr,tcometto4y@dyndns.org,F,592-09-3663,SSN,LEG686154,EX,Spanish,2015-06-28,2026-06-28,179
Matteacci,Rourke,E,Sr,1945-06-29,Ms,rmatteacci4z@nymag.com,F,158-38-6577,TIN,LEG950770,W2,English,2015-06-29,2026-06-29,180
Dubarry,Tabby,I,NA,1945-06-30,Dr,tdubarry50@skyrock.com,F,428-26-0116,TIN,LEG077969,W2,English,2015-06-30,,181
Hegges,Dale,D,Jr,1945-07-01,Ms,dhegges51@so-net.ne.jp,M,449-88-8810,SSN,LEG275769,W4,English,2015-07-01,,182
Waiton,Trstram,V,NA,1945-07-02,Mr,twaiton52@parallels.com,F,832-60-1053,SSN,LEG626082,W4,Mandarin,2015-07-02,,183
Nowill,Annnora,D,III,1945-07-03,Mr,anowill53@seattletimes.com,M,314-48-1764,TIN,LEG757269,W4,English,2015-07-03,,184
Stern,Jamesy,U,NA,1945-07-04,Mr,jstern54@feedburner.com,M,491-43-8257,SSN,LEG002861,W2,Mandarin,2015-07-04,,185
McHale,Heath,M,III,1945-07-05,Mrs,hmchale55@ning.com,F,548-04-8731,TIN,LEG595786,EX,Mandarin,2015-07-05,,186
Hellyar,Nara,I,Sr,1945-07-06,Mr,nhellyar56@ca.gov,F,456-51-9103,TIN,LEG849327,W1,English,2015-07-06,,187
Lusher,Kelila,N,NA,1945-07-07,Dr,klusher57@gizmodo.com,M,362-73-8004,TIN,LEG946422,EX,Spanish,2015-07-07,2026-07-07,188
Marple,Putnem,I,II,1945-07-08,Ms,pmarple58@marketwatch.com,M,418-55-9864,SSN,LEG016885,W2,Mandarin,2015-07-08,2026-07-08,189
Rudolph,Rozina,A,NA,1945-07-09,Mr,rrudolph59@telegraph.co.uk,F,794-77-3011,SSN,LEG933318,W1,English,2015-07-09,2026-07-09,190
Savine,Aleda,G,II,1945-07-10,Mr,asavine5a@msn.com,M,222-09-8133,TIN,LEG882486,W1,Mandarin,2015-07-10,,191
Henrionot,Auberon,Y,III,1945-07-11,Ms,ahenrionot5b@tamu.edu,F,776-82-3590,TIN,LEG103286,W4,Spanish,2015-07-11,,192
Sneden,Gabriella,W,NA,1945-07-12,Mr,gsneden5c@google.fr,F,766-01-7095,TIN,LEG594858,W1,English,2015-07-12,,193
Spellessy,Birch,P,III,1945-07-13,Dr,bspellessy5d@eventbrite.com,M,512-17-1871,SSN,LEG170798,W4,English,2015-07-13,,194
Eliyahu,Harbert,F,Jr,1945-07-14,Mrs,heliyahu5e@cmu.edu,F,478-10-4058,SSN,LEG361038,W1,Mandarin,2015-07-14,,195
Petrasch,Therine,P,II,1945-07-15,Mr,tpetrasch5f@sbwire.com,F,693-93-2444,TIN,LEG002356,W4,English,2015-07-15,,196
Commuzzo,Israel,O,Jr,1945-07-16,Mrs,icommuzzo5g@myspace.com,M,132-50-9198,SSN,LEG195470,W2,Spanish,2015-07-16,,197
Korbmaker,Sydney,I,NA,1945-07-17,Mr,skorbmaker5h@myspace.com,M,361-30-8286,SSN,LEG425045,W4,English,2015-07-17,2026-07-17,198
Ausiello,Tana,U,NA,1945-07-18,Dr,tausiello5i@joomla.org,M,434-83-9172,TIN,LEG889443,W2,Mandarin,2015-07-18,2026-07-18,199
Bierman,Minnaminnie,D,Sr,1945-07-19,Mrs,mbierman5j@apache.org,F,312-12-4590,TIN,LEG750211,W1,English,2015-07-19,2026-07-19,200
Fullegar,Fletcher,F,II,1945-07-20,Mrs,ffullegar5k@uol.com.br,F,123-27-2185,TIN,LEG698152,W1,English,2015-07-20,,201
Androlli,Belinda,Y,II,1945-07-21,Dr,bandrolli5l@ezinearticles.com,M,592-95-3463,SSN,LEG970716,EX,English,2015-07-21,,202
Leile,Glynda,P,II,1945-07-22,Mrs,gleile5m@miitbeian.gov.cn,M,873-48-3988,SSN,LEG659961,W2,English,2015-07-22,,203
Skittle,Heindrick,J,NA,1945-07-23,Mrs,hskittle5n@ebay.com,F,716-50-9133,SSN,LEG702772,W2,Spanish,2015-07-23,,204
Dalrymple,Jilli,P,III,1945-07-24,Mr,jdalrymple5o@cpanel.net,M,699-15-6533,TIN,LEG110493,EX,Spanish,2015-07-24,,205
Stellman,Edvard,Q,NA,1945-07-25,Dr,estellman5p@shinystat.com,M,545-69-0374,TIN,LEG277950,W1,English,2015-07-25,,206
Hutchens,Levey,D,Sr,1945-07-26,Ms,lhutchens5q@kickstarter.com,F,755-37-7426,SSN,LEG855947,W4,Mandarin,2015-07-26,,207
Bauman,Farah,E,II,1945-07-27,Mrs,fbauman5r@webmd.com,F,831-26-3056,TIN,LEG771163,EX,Spanish,2015-07-27,2026-07-27,208
Orritt,Nell,W,III,1945-07-28,Ms,norritt5s@dagondesign.com,M,854-40-6935,SSN,LEG778207,W1,English,2015-07-28,2026-07-28,209
Hanburry,Ally,Q,Jr,1945-07-29,Ms,ahanburry5t@berkeley.edu,M,554-12-9679,TIN,LEG625611,EX,Spanish,2015-07-29,2026-07-29,210
Atcherley,Audry,T,III,1945-07-30,Mrs,aatcherley5u@examiner.com,M,304-08-7219,TIN,LEG476814,W4,English,2015-07-30,,211
Shields,Irvin,T,Jr,1945-07-31,Ms,ishields5v@mozilla.org,M,317-96-0143,TIN,LEG066313,W1,Mandarin,2015-07-31,,212
Merrett,Orelie,D,Sr,1945-08-01,Dr,omerrett5w@w3.org,M,514-19-8613,SSN,LEG004440,W4,Mandarin,2015-08-01,,213
Huortic,Brooks,O,NA,1945-08-02,Ms,bhuortic5x@newsvine.com,F,454-79-2770,SSN,LEG097574,W2,English,2015-08-02,,214
Kellart,Celle,X,III,1945-08-03,Ms,ckellart5y@theguardian.com,F,235-15-4476,TIN,LEG178680,W2,English,2015-08-03,,215
Sarchwell,Cosette,K,NA,1945-08-04,Mr,csarchwell5z@soundcloud.com,F,219-37-4064,TIN,LEG243356,W1,Spanish,2015-08-04,,216
Pitsall,Lura,H,Sr,1945-08-05,Mr,lpitsall60@kickstarter.com,F,738-46-2660,SSN,LEG846430,W2,English,2015-08-05,,217
Sturgeon,Tildi,N,II,1945-08-06,Mrs,tsturgeon61@furl.net,M,135-01-3564,TIN,LEG262464,W2,Mandarin,2015-08-06,2026-08-06,218
Burkin,Babette,M,Sr,1945-08-07,Ms,bburkin62@mysql.com,M,765-41-2818,TIN,LEG028190,W1,Spanish,2015-08-07,2026-08-07,219
Waddicor,Anitra,P,NA,1945-08-08,Mr,awaddicor63@elegantthemes.com,M,142-10-7356,TIN,LEG750894,W2,Spanish,2015-08-08,2026-08-08,220
Renyard,Odey,V,III,1945-08-09,Ms,orenyard64@un.org,F,770-28-3122,SSN,LEG875023,W2,Spanish,2015-08-09,,221
Knowler,Lance,X,NA,1945-08-10,Mr,lknowler65@opera.com,F,138-74-1216,TIN,LEG960407,W2,Mandarin,2015-08-10,,222
Ishchenko,Arv,F,II,1945-08-11,Mrs,aishchenko66@tripod.com,F,604-34-2272,TIN,LEG723171,W4,Mandarin,2015-08-11,,223
Tumilson,Timothy,S,Jr,1945-08-12,Dr,ttumilson67@marketwatch.com,M,226-97-4695,TIN,LEG276980,EX,Mandarin,2015-08-12,,224
Wilshire,Maggy,W,Jr,1945-08-13,Mr,mwilshire68@aol.com,M,877-39-0858,SSN,LEG478004,W4,Mandarin,2015-08-13,,225
Tomich,Lorri,P,II,1945-08-14,Ms,ltomich69@toplist.cz,F,639-42-8522,TIN,LEG490600,W4,Mandarin,2015-08-14,,226
Haensel,Cass,I,Jr,1945-08-15,Dr,chaensel6a@earthlink.net,F,220-92-0238,SSN,LEG557483,W4,Spanish,2015-08-15,,227
Jenk,Effie,K,Jr,1945-08-16,Ms,ejenk6b@unesco.org,F,339-85-7130,TIN,LEG263419,W2,Spanish,2015-08-16,2026-08-16,228
Smedmoor,Lesley,K,NA,1945-08-17,Mr,lsmedmoor6c@sciencedaily.com,F,259-13-3190,TIN,LEG330001,W4,Mandarin,2015-08-17,2026-08-17,229
Rubra,Tamarah,P,II,1945-08-18,Ms,trubra6d@apple.com,F,364-86-1926,SSN,LEG083668,W4,Mandarin,2015-08-18,2026-08-18,230
Endacott,Ileane,S,Sr,1945-08-19,Dr,iendacott6e@godaddy.com,M,467-20-9615,SSN,LEG788751,W1,English,2015-08-19,,231
MacTrustey,Flori,F,III,1945-08-20,Mr,fmactrustey6f@auda.org.au,M,476-05-7466,SSN,LEG027080,W2,Mandarin,2015-08-20,,232
Fawcus,Lemmy,E,II,1945-08-21,Mr,lfawcus6g@goo.gl,F,593-54-8865,TIN,LEG699148,W4,Spanish,2015-08-21,,233
Durward,Lind,X,II,1945-08-22,Ms,ldurward6h@wp.com,F,362-64-4718,SSN,LEG165090,EX,English,2015-08-22,,234
Ridding,Monti,B,NA,1945-08-23,Mr,mridding6i@github.com,M,601-57-1661,SSN,LEG454532,W4,Mandarin,2015-08-23,,235
Bulfield,Ardisj,P,II,1945-08-24,Mrs,abulfield6j@washingtonpost.com,F,457-24-7899,TIN,LEG440003,EX,English,2015-08-24,,236
Fishpoole,Rhianon,W,Jr,1945-08-25,Mrs,rfishpoole6k@sina.com.cn,F,574-58-6202,SSN,LEG762939,EX,Mandarin,2015-08-25,,237
Beyn,Ferne,Z,III,1945-08-26,Ms,fbeyn6l@github.com,F,863-93-0540,SSN,LEG717511,W4,English,2015-08-26,2026-08-26,238
Darree,Tersina,S,Sr,1945-08-27,Mr,tdarree6m@ow.ly,M,160-68-1133,SSN,LEG700007,EX,English,2015-08-27,2026-08-27,239
Defew,Larina,N,II,1945-08-28,Ms,ldefew6n@freewebs.com,M,318-14-9283,TIN,LEG535424,W1,Mandarin,2015-08-28,2026-08-28,240
Tolley,Selinda,W,NA,1945-08-29,Mrs,stolley6o@spiegel.de,M,834-92-9265,TIN,LEG783804,W4,Mandarin,2015-08-29,,241
Todaro,Trever,Y,Sr,1945-08-30,Dr,ttodaro6p@reverbnation.com,M,699-63-5384,SSN,LEG035401,W2,Spanish,2015-08-30,,242
Abramzon,Shani,Z,Sr,1945-08-31,Ms,sabramzon6q@pbs.org,M,368-71-5824,TIN,LEG033159,W1,English,2015-08-31,,243
De Roos,Dominique,F,II,1945-09-01,Mrs,dderoos6r@army.mil,F,838-34-4780,SSN,LEG156147,W4,English,2015-09-01,,244
Pound,Rocky,I,II,1945-09-02,Ms,rpound6s@census.gov,F,577-55-2541,SSN,LEG619148,W4,English,2015-09-02,,245
Kedslie,Maryrose,D,II,1945-09-03,Dr,mkedslie6t@usnews.com,F,160-17-9324,TIN,LEG394449,W4,Spanish,2015-09-03,,246
Christofe,Helenelizabeth,J,Sr,1945-09-04,Mr,hchristofe6u@va.gov,F,181-39-4075,SSN,LEG908738,W2,Mandarin,2015-09-04,,247
Tyreman,Bucky,G,Jr,1945-09-05,Ms,btyreman6v@seattletimes.com,F,365-63-1779,TIN,LEG125846,W1,Mandarin,2015-09-05,2026-09-05,248
Boick,Aylmar,F,Sr,1945-09-06,Ms,aboick6w@so-net.ne.jp,F,670-02-1870,SSN,LEG100921,W4,English,2015-09-06,2026-09-06,249
Langhorne,Pail,K,III,1945-09-07,Ms,planghorne6x@newsvine.com,F,876-29-4521,SSN,LEG517797,W4,Mandarin,2015-09-07,2026-09-07,250
Botte,Vasili,T,II,1945-09-08,Mrs,vbotte6y@columbia.edu,F,196-71-6767,TIN,LEG634426,W2,Spanish,2015-09-08,,251
Alessandrini,Brose,E,Sr,1945-09-09,Dr,balessandrini6z@microsoft.com,F,806-66-5955,SSN,LEG702758,W4,Spanish,2015-09-09,,252
Lumby,Roderich,J,III,1945-09-10,Ms,rlumby70@dyndns.org,M,428-05-7717,SSN,LEG061809,W1,Mandarin,2015-09-10,,253
Greeson,Tomas,B,Jr,1945-09-11,Mrs,tgreeson71@com.com,M,395-66-5701,SSN,LEG084878,W4,Mandarin,2015-09-11,,254
Croley,Edlin,H,II,1945-09-12,Ms,ecroley72@last.fm,M,675-22-2354,SSN,LEG209053,W1,Spanish,2015-09-12,,255
Hamblen,Katherine,Q,III,1945-09-13,Mrs,khamblen73@addthis.com,M,790-09-8954,TIN,LEG739923,EX,Spanish,2015-09-13,,256
Mordin,Somerset,X,Jr,1945-09-14,Ms,smordin74@cnn.com,F,409-77-6184,SSN,LEG902430,W4,English,2015-09-14,,257
LLelweln,Myrwyn,E,Sr,1945-09-15,Mrs,mllelweln75@desdev.cn,F,794-89-4304,SSN,LEG388017,W4,Mandarin,2015-09-15,2026-09-15,258
Dwelley,Emile,H,Jr,1945-09-16,Mrs,edwelley76@chronoengine.com,F,315-10-1228,TIN,LEG724134,W2,Spanish,2015-09-16,2026-09-16,259
Downe,Drugi,R,III,1945-09-17,Ms,ddowne77@mashable.com,F,770-72-6140,SSN,LEG770229,W2,English,2015-09-17,2026-09-17,260
Bercher,York,P,Sr,1945-09-18,Mr,ybercher78@mtv.com,M,263-75-2883,TIN,LEG724258,W1,Mandarin,2015-09-18,,261
Pickton,Kare,M,Jr,1945-09-19,Ms,kpickton79@networksolutions.com,M,621-95-6696,SSN,LEG869418,W2,Spanish,2015-09-19,,262
MacKissack,Alexandrina,Y,Jr,1945-09-20,Mr,amackissack7a@sohu.com,F,816-94-8091,SSN,LEG977653,EX,Spanish,2015-09-20,,263
Paolotto,Glenn,E,NA,1945-09-21,Dr,gpaolotto7b@slideshare.net,F,309-21-3474,TIN,LEG258104,W4,Spanish,2015-09-21,,264
Giovanardi,Mick,G,Sr,1945-09-22,Mrs,mgiovanardi7c@mysql.com,M,833-88-5508,TIN,LEG899962,EX,Mandarin,2015-09-22,,265
Casillas,Renate,D,NA,1945-09-23,Mrs,rcasillas7d@google.it,F,890-46-3931,SSN,LEG498704,W2,Spanish,2015-09-23,,266
Addison,Berny,L,II,1945-09-24,Ms,baddison7e@europa.eu,F,439-27-0134,SSN,LEG366065,EX,Mandarin,2015-09-24,,267
McMeanma,Hyacintha,A,Sr,1945-09-25,Dr,hmcmeanma7f@4shared.com,M,712-72-2628,TIN,LEG690982,W1,Mandarin,2015-09-25,2026-09-25,268
Berkowitz,Spense,Z,NA,1945-09-26,Ms,sberkowitz7g@fda.gov,M,619-63-0051,TIN,LEG565615,W4,Spanish,2015-09-26,2026-09-26,269
Zelley,Piper,Q,Jr,1945-09-27,Mr,pzelley7h@webnode.com,M,765-71-5081,SSN,LEG992306,W4,Spanish,2015-09-27,2026-09-27,270
Waterson,Sandor,P,Jr,1945-09-28,Mr,swaterson7i@cisco.com,M,650-02-1702,SSN,LEG871431,W1,Spanish,2015-09-28,,271
Kassel,Kara-lynn,S,II,1945-09-29,Dr,kkassel7j@seattletimes.com,M,659-69-9585,TIN,LEG551402,W2,Mandarin,2015-09-29,,272
Branch,Andonis,L,Jr,1945-09-30,Ms,abranch7k@rediff.com,F,127-03-8665,TIN,LEG598222,W1,Spanish,2015-09-30,,273
Draaisma,Egor,T,NA,1945-10-01,Mr,edraaisma7l@rediff.com,M,695-39-2271,SSN,LEG673098,W2,Spanish,2015-10-01,,274
Banville,Shalne,B,II,1945-10-02,Mrs,sbanville7m@shareasale.com,M,497-39-4808,TIN,LEG799458,W1,Mandarin,2015-10-02,,275
Ullyatt,Roch,P,II,1945-10-03,Mr,rullyatt7n@digg.com,F,334-98-9827,SSN,LEG422223,W1,Spanish,2015-10-03,,276
Cattellion,Pablo,Z,NA,1945-10-04,Dr,pcattellion7o@usa.gov,M,622-81-7396,SSN,LEG557097,W4,Mandarin,2015-10-04,,277
Beeston,Leeanne,X,NA,1945-10-05,Dr,lbeeston7p@si.edu,F,540-97-2699,TIN,LEG543196,W4,Mandarin,2015-10-05,2026-10-05,278
Thwaites,Tod,F,NA,1945-10-06,Mrs,tthwaites7q@ucsd.edu,F,892-87-7467,TIN,LEG093197,EX,English,2015-10-06,2026-10-06,279
Downham,Louisette,V,Jr,1945-10-07,Dr,ldownham7r@squidoo.com,M,568-53-6232,SSN,LEG606840,W4,English,2015-10-07,2026-10-07,280
Handmore,Ambur,Q,Sr,1945-10-08,Mrs,ahandmore7s@vinaora.com,M,605-18-5725,TIN,LEG037473,EX,Mandarin,2015-10-08,,281
Nisco,Lari,C,Sr,1945-10-09,Ms,lnisco7t@technorati.com,F,501-82-1951,TIN,LEG650740,W2,Spanish,2015-10-09,,282
MacKenzie,Lambert,N,Jr,1945-10-10,Ms,lmackenzie7u@opera.com,M,223-97-9797,SSN,LEG512694,W1,Spanish,2015-10-10,,283
Lamasna,Warner,X,III,1945-10-11,Ms,wlamasna7v@princeton.edu,F,578-87-6723,TIN,LEG040085,W4,Spanish,2015-10-11,,284
Looker,Gabie,D,Jr,1945-10-12,Mrs,glooker7w@un.org,M,187-67-9165,SSN,LEG140572,W4,Spanish,2015-10-12,,285
Stansbie,Trace,V,III,1945-10-13,Dr,tstansbie7x@google.com.au,F,797-79-8106,TIN,LEG429579,W4,Mandarin,2015-10-13,,286
Taggert,Debbi,G,III,1945-10-14,Dr,dtaggert7y@vkontakte.ru,M,508-29-9814,SSN,LEG815388,W4,Spanish,2015-10-14,,287
Copner,Kinny,T,NA,1945-10-15,Ms,kcopner7z@dmoz.org,F,740-66-0540,TIN,LEG689303,EX,Spanish,2015-10-15,2026-10-15,288
Elphinston,Park,F,III,1945-10-16,Ms,pelphinston80@unesco.org,M,217-87-7587,SSN,LEG527526,EX,English,2015-10-16,2026-10-16,289
Pettie,Iorgos,O,III,1945-10-17,Dr,ipettie81@alibaba.com,F,759-62-0734,SSN,LEG985193,W4,Mandarin,2015-10-17,2026-10-17,290
Pittson,Hamlen,S,III,1945-10-18,Mrs,hpittson82@europa.eu,F,280-57-6879,TIN,LEG559282,W4,Spanish,2015-10-18,,291
O'Brallaghan,Lanie,V,Sr,1945-10-19,Mr,lobrallaghan83@dell.com,F,667-54-5181,SSN,LEG535559,W1,Spanish,2015-10-19,,292
Ughi,Maximilianus,M,Jr,1945-10-20,Dr,mughi84@elegantthemes.com,F,788-66-8500,SSN,LEG183990,W1,Mandarin,2015-10-20,,293
Trevers,Lexie,K,Jr,1945-10-21,Dr,ltrevers85@godaddy.com,M,466-03-3157,SSN,LEG364002,W1,Mandarin,2015-10-21,,294
Henfre,Micky,O,III,1945-10-22,Mrs,mhenfre86@omniture.com,F,772-12-0766,TIN,LEG146659,W1,Mandarin,2015-10-22,,295
Smaling,Tiler,H,III,1945-10-23,Dr,tsmaling87@nifty.com,F,464-93-7783,TIN,LEG996983,EX,Spanish,2015-10-23,,296
McKenney,Emelen,H,II,1945-10-24,Dr,emckenney88@usgs.gov,F,158-27-4104,SSN,LEG639102,W4,Spanish,2015-10-24,,297
Pilbeam,Malissia,Y,NA,1945-10-25,Mrs,mpilbeam89@webs.com,F,682-27-1488,SSN,LEG742844,W4,English,2015-10-25,2026-10-25,298
Signori,Kylila,V,NA,1945-10-26,Ms,ksignori8a@mit.edu,F,250-34-7657,TIN,LEG248244,EX,Spanish,2015-10-26,2026-10-26,299
Mackelworth,Donielle,B,Jr,1945-10-27,Mrs,dmackelworth8b@bigcartel.com,M,232-87-4159,SSN,LEG715644,W1,English,2015-10-27,2026-10-27,300
Bassham,Tonia,M,Jr,1945-10-28,Ms,tbassham8c@usnews.com,M,181-44-9162,TIN,LEG079015,W1,Spanish,2015-10-28,,301
Middleditch,Yehudi,H,III,1945-10-29,Ms,ymiddleditch8d@ucoz.com,F,316-48-7425,SSN,LEG242756,W2,English,2015-10-29,,302
Manolov,Malorie,O,Jr,1945-10-30,Mr,mmanolov8e@storify.com,F,128-66-9202,TIN,LEG376515,W1,Spanish,2015-10-30,,303
Bramford,Cherida,R,II,1945-10-31,Mrs,cbramford8f@fc2.com,F,415-72-5025,SSN,LEG465247,W4,Mandarin,2015-10-31,,304
Allix,Langsdon,X,II,1945-11-01,Dr,lallix8g@biblegateway.com,M,245-75-2531,TIN,LEG720841,W4,Mandarin,2015-11-01,,305
La Grange,Germana,K,Sr,1945-11-02,Ms,glagrange8h@indiatimes.com,F,480-69-3012,TIN,LEG307538,EX,Spanish,2015-11-02,,306
Halversen,Trever,K,Sr,1945-11-03,Dr,thalversen8i@mac.com,M,297-64-4731,TIN,LEG105064,W2,Mandarin,2015-11-03,,307
Brocklesby,Gayle,K,II,1945-11-04,Ms,gbrocklesby8j@google.nl,F,480-51-6399,TIN,LEG733769,W4,Spanish,2015-11-04,2026-11-04,308
Deniset,Sarina,Z,III,1945-11-05,Ms,sdeniset8k@multiply.com,M,663-12-3310,SSN,LEG243795,W1,English,2015-11-05,2026-11-05,309
Wyrill,Holmes,B,II,1945-11-06,Dr,hwyrill8l@samsung.com,F,601-86-3676,SSN,LEG509949,EX,English,2015-11-06,2026-11-06,310
Geeson,Richy,L,Sr,1945-11-07,Mrs,rgeeson8m@wufoo.com,M,203-16-2937,TIN,LEG667989,W1,English,2015-11-07,,311
McKernon,Euphemia,Q,II,1945-11-08,Mrs,emckernon8n@yelp.com,F,403-07-3934,SSN,LEG065691,W2,Mandarin,2015-11-08,,312
Hacksby,Glynn,M,III,1945-11-09,Mrs,ghacksby8o@globo.com,F,827-56-6705,SSN,LEG696346,W2,English,2015-11-09,,313
Showell,Jules,G,Sr,1945-11-10,Mrs,jshowell8p@google.co.jp,F,145-51-5280,SSN,LEG442128,W2,Mandarin,2015-11-10,,314
De La Cote,Greer,B,III,1945-11-11,Dr,gdelacote8q@github.io,F,178-13-5762,SSN,LEG888943,W4,Spanish,2015-11-11,,315
Baldack,Catrina,X,Jr,1945-11-12,Dr,cbaldack8r@vistaprint.com,F,184-38-3428,SSN,LEG773643,W4,English,2015-11-12,,316
Sivyour,Ainsley,Q,Jr,1945-11-13,Dr,asivyour8s@pcworld.com,F,232-12-8676,TIN,LEG129423,W4,English,2015-11-13,,317
Ainger,Dorelle,M,Jr,1945-11-14,Ms,dainger8t@lycos.com,F,778-88-9486,SSN,LEG778298,W1,Mandarin,2015-11-14,2026-11-14,318
Stockall,Meyer,L,Sr,1945-11-15,Mrs,mstockall8u@sogou.com,M,488-35-0088,SSN,LEG574360,W4,English,2015-11-15,2026-11-15,319
Ringwood,Alicea,G,Jr,1945-11-16,Dr,aringwood8v@cbslocal.com,M,439-78-1060,SSN,LEG705207,W1,Spanish,2015-11-16,2026-11-16,320
Choak,Muffin,J,Jr,1945-11-17,Mr,mchoak8w@spiegel.de,F,785-50-3929,SSN,LEG152088,EX,Spanish,2015-11-17,,321
Idle,Benyamin,J,NA,1945-11-18,Mrs,bidle8x@tumblr.com,M,896-21-6591,TIN,LEG027091,W4,Mandarin,2015-11-18,,322
Maasz,Maggie,V,Sr,1945-11-19,Mr,mmaasz8y@sohu.com,M,388-50-1535,SSN,LEG632984,W2,Mandarin,2015-11-19,,323
Marrion,Alleyn,C,Sr,1945-11-20,Ms,amarrion8z@latimes.com,M,756-60-0104,SSN,LEG382557,W2,Spanish,2015-11-20,,324
Feast,Efren,Z,III,1945-11-21,Dr,efeast90@virginia.edu,M,391-73-0863,TIN,LEG404269,EX,English,2015-11-21,,325
Mosedale,Shandee,E,NA,1945-11-22,Dr,smosedale91@friendfeed.com,M,639-75-3802,TIN,LEG612841,W1,Mandarin,2015-11-22,,326
Haslock(e),Emmalyn,A,Sr,1945-11-23,Mr,ehaslocke92@bloomberg.com,F,286-69-0836,SSN,LEG627586,W2,Spanish,2015-11-23,,327
de Clerk,Bertha,I,III,1945-11-24,Dr,bdeclerk93@microsoft.com,M,362-72-0017,SSN,LEG491749,W4,English,2015-11-24,2026-11-24,328
Berrigan,Denis,U,II,1945-11-25,Dr,dberrigan94@myspace.com,M,363-74-1506,TIN,LEG985445,W1,English,2015-11-25,2026-11-25,329
Banthorpe,Boycie,G,NA,1945-11-26,Ms,bbanthorpe95@hubpages.com,M,461-64-9146,TIN,LEG624221,W4,Mandarin,2015-11-26,2026-11-26,330
Tewkesberrie,Lev,O,Sr,1945-11-27,Mrs,ltewkesberrie96@mac.com,M,888-73-6127,TIN,LEG041069,W4,Mandarin,2015-11-27,,331
Camelin,Brew,E,II,1945-11-28,Mrs,bcamelin97@biblegateway.com,F,532-99-0324,TIN,LEG942565,W1,English,2015-11-28,,332
Parrott,Benny,K,III,1945-11-29,Mrs,bparrott98@blog.com,F,476-59-1860,SSN,LEG882323,EX,Mandarin,2015-11-29,,333
Denyagin,Minnnie,H,II,1945-11-30,Mr,mdenyagin99@army.mil,F,239-77-2745,TIN,LEG952954,W1,Mandarin,2015-11-30,,334
Cleere,Christoper,O,II,1945-12-01,Mr,ccleere9a@newsvine.com,F,797-37-5775,TIN,LEG286544,W1,Mandarin,2015-12-01,,335
McKiddin,Winthrop,Q,Sr,1945-12-02,Mrs,wmckiddin9b@yahoo.co.jp,F,589-06-0949,TIN,LEG568564,W4,Mandarin,2015-12-02,,336
Hatfull,Peria,L,Jr,1945-12-03,Ms,phatfull9c@comsenz.com,F,353-64-4320,SSN,LEG299811,W1,English,2015-12-03,,337
Saill,Beltran,F,III,1945-12-04,Mr,bsaill9d@kickstarter.com,M,720-33-9110,SSN,LEG299059,W4,English,2015-12-04,2026-12-04,338
Van Eeden,Davie,E,III,1945-12-05,Ms,dvaneeden9e@google.nl,F,884-80-3026,TIN,LEG870989,W1,Mandarin,2015-12-05,2026-12-05,339
Andrivel,Chere,G,II,1945-12-06,Dr,candrivel9f@yelp.com,F,621-33-2103,SSN,LEG622323,W2,English,2015-12-06,2026-12-06,340
Lampbrecht,Willetta,G,Sr,1945-12-07,Mr,wlampbrecht9g@slashdot.org,F,129-58-6834,SSN,LEG687273,W4,Mandarin,2015-12-07,,341
Stanier,Julietta,C,NA,1945-12-08,Ms,jstanier9h@statcounter.com,M,717-45-7949,SSN,LEG364794,W4,Mandarin,2015-12-08,,342
Flaonier,Halsey,U,Jr,1945-12-09,Dr,hflaonier9i@stumbleupon.com,F,624-41-9056,TIN,LEG307608,W4,English,2015-12-09,,343
Geistmann,Melissa,K,NA,1945-12-10,Ms,mgeistmann9j@blogger.com,F,198-39-5735,SSN,LEG168931,W2,English,2015-12-10,,344
Rockall,Lynne,F,Jr,1945-12-11,Dr,lrockall9k@jiathis.com,F,316-81-7604,SSN,LEG378858,W2,Spanish,2015-12-11,,345
Kinnen,Lon,H,NA,1945-12-12,Mr,lkinnen9l@mlb.com,M,130-93-0574,SSN,LEG566543,EX,English,2015-12-12,,346
Rosenau,Boote,F,III,1945-12-13,Ms,brosenau9m@tinyurl.com,F,897-82-1226,SSN,LEG369020,W2,Mandarin,2015-12-13,,347
Heam,Herold,W,Sr,1945-12-14,Mr,hheam9n@time.com,M,484-32-6980,SSN,LEG345919,W4,Mandarin,2015-12-14,2026-12-14,348
Rendell,Jaye,G,NA,1945-12-15,Mrs,jrendell9o@zdnet.com,M,389-83-7326,TIN,LEG831404,EX,Spanish,2015-12-15,2026-12-15,349
Riddall,Kameko,V,Jr,1945-12-16,Dr,kriddall9p@rediff.com,F,694-15-9960,TIN,LEG692593,W4,Spanish,2015-12-16,2026-12-16,350
Churching,Antone,O,Jr,1945-12-17,Ms,achurching9q@google.fr,M,161-58-4191,TIN,LEG772390,W1,Mandarin,2015-12-17,,351
